RefundID,Date,GameTitle,Genre,PlatformStorefront,Region,PurchasePriceGBP,HoursPlayed,RefundRequested,RefundReason,ComplaintCategory,Escalated,EscalationTier,ResolutionStatus,ResolutionDays,SupportNotes
RF-500945,2025-11-19,TownLife,Life Simulation,Xbox Store,UK,0.00,5.4,FALSE,"DLC pricing dispute","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500946,2025-12-29,LifeSpace,Life Simulation,Steam,FR,49.99,18.2,TRUE,"DLC value complaint","DLC / support",FALSE,"Storefront auto-approved","Partial credit issued",4,"Standard storefront review for dlc value complaint"
RF-500947,2026-03-26,LifeSpace,Life Simulation,Xbox Store,FR,49.99,17.0,TRUE,"NPC AI failure","NPC / support",TRUE,"Legal/privacy review","Approved",5,"Escalated because player supplied logs or payment evidence for npc ai failure"
RF-500948,2026-04-14,TownLife,Life Simulation,Xbox Store,FR,0.00,9.3,FALSE,"Expansion compatibility","Expansion / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500949,2026-03-26,LifeSpace,Life Simulation,PlayStation Store,FR,49.99,16.0,FALSE,"DLC value complaint","DLC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500950,2026-03-26,Zero Hour Arena,Shooter Live Service,Steam,UK,0.00,17.5,TRUE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","Pending evidence",5,"Standard storefront review for matchmaking instability"
RF-500951,2025-12-13,LifeSpace,Life Simulation,Steam,BR,49.99,12.5,TRUE,"NPC AI failure","NPC / support",TRUE,"Publisher review","Partial credit issued",21,"Escalated because player supplied logs or payment evidence for npc ai failure"
RF-500952,2026-05-30,LifeSpace,Life Simulation,Epic Store,UK,49.99,17.9,FALSE,"Crash after long session","Crash / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for crash after long session"
RF-500953,2026-04-06,LifeSpace,Life Simulation,Epic Store,JP,49.99,13.8,TRUE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","Partial credit issued",4,"Standard storefront review for save corruption"
RF-500954,2026-05-09,Zero Hour Arena,Shooter Live Service,Steam,BR,0.00,6.5,TRUE,"Anti-cheat appeal","Anti-cheat / support",FALSE,"Storefront auto-approved","Denied",4,"Standard storefront review for anti-cheat appeal"
RF-500955,2026-03-30,Club Director Pro,Strategy Management,Xbox Store,UK,39.99,16.8,FALSE,"UI scaling issue","UI / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500956,2025-11-12,Streetline Skate,Skateboarding,PlayStation Store,DE,39.99,9.9,FALSE,"Controller calibration","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500957,2026-05-11,Zero Hour Arena,Shooter Live Service,PlayStation Store,AU,0.00,12.2,FALSE,"Matchmaking instability","Matchmaking / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for matchmaking instability"
RF-500958,2025-11-16,Streetline Skate,Skateboarding,Steam,CA,39.99,0.4,FALSE,"Performance on older console","Performance / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500959,2026-01-14,Apex Circuit,Racing,Epic Store,DE,59.99,3.3,FALSE,"Wheel support issue","Wheel / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500960,2026-02-23,LifeSpace,Life Simulation,Steam,JP,49.99,8.8,FALSE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500961,2026-05-26,LifeSpace,Life Simulation,Epic Store,AU,49.99,9.9,FALSE,"NPC AI failure","NPC / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for npc ai failure"
RF-500962,2026-01-22,Zero Hour Arena,Shooter Live Service,PlayStation Store,AU,0.00,15.4,FALSE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500963,2025-11-30,Streetline Skate,Skateboarding,Xbox Store,CA,39.99,7.4,FALSE,"Controller calibration","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500964,2026-05-03,Zero Hour Arena,Shooter Live Service,Epic Store,JP,0.00,1.4,FALSE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500965,2025-12-09,TownLife,Life Simulation,Steam,JP,0.00,4.6,TRUE,"DLC pricing dispute","DLC / support",TRUE,"Platform escalation","Approved",7,"Escalated because player supplied logs or payment evidence for dlc pricing dispute"
RF-500966,2026-03-15,Club Director Pro,Strategy Management,Epic Store,BR,39.99,5.9,FALSE,"UI scaling issue","UI / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500967,2026-01-19,Streetline Skate,Skateboarding,Epic Store,US,39.99,16.1,FALSE,"Refund after skill barrier","Refund / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500968,2025-10-15,Hearthwild,Survival Crafting,Steam,FR,34.99,12.2,FALSE,"Server rollback","Server / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500969,2026-04-06,Chronicle Vale,RPG Adventure,Epic Store,US,59.99,9.3,FALSE,"Performance stutter","Performance / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500970,2026-04-28,LifeSpace,Life Simulation,Steam,AU,49.99,11.3,TRUE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","Partial credit issued",4,"Standard storefront review for npc ai failure"
RF-500971,2025-10-12,Chronicle Vale,RPG Adventure,Steam,FR,59.99,10.7,FALSE,"Controller accessibility issue","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500972,2026-04-25,TownLife,Life Simulation,Epic Store,DE,0.00,11.3,FALSE,"DLC pricing dispute","DLC / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for dlc pricing dispute"
RF-500973,2025-10-11,LifeSpace,Life Simulation,Xbox Store,CA,49.99,19.7,FALSE,"NPC AI failure","NPC / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500974,2026-02-17,LifeSpace,Life Simulation,Xbox Store,JP,49.99,14.0,TRUE,"Crash after long session","Crash / support",FALSE,"Storefront auto-approved","Approved",2,"Standard storefront review for crash after long session"
RF-500975,2025-10-08,TownLife,Life Simulation,Xbox Store,FR,0.00,15.5,TRUE,"Account entitlement issue","Account / support",FALSE,"Storefront auto-approved","Denied",2,"Standard storefront review for account entitlement issue"
RF-500976,2026-03-21,Zero Hour Arena,Shooter Live Service,Steam,US,0.00,10.4,FALSE,"Skin entitlement issue","Skin / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500977,2025-12-17,Zero Hour Arena,Shooter Live Service,Steam,CA,0.00,12.8,FALSE,"Battle pass chargeback","Battle / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500978,2026-05-28,LifeSpace,Life Simulation,Epic Store,JP,49.99,5.8,FALSE,"Mod incompatibility","Mod / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for mod incompatibility"
RF-500979,2025-10-16,Streetline Skate,Skateboarding,Xbox Store,FR,39.99,6.6,FALSE,"Online park desync","Online / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for online park desync"
RF-500980,2025-12-24,Apex Circuit,Racing,Steam,UK,59.99,16.9,FALSE,"Wheel support issue","Wheel / support",TRUE,"Legal/privacy review","No refund requested",0,"Escalated because player supplied logs or payment evidence for wheel support issue"
RF-500981,2026-01-25,Hearthwild,Survival Crafting,Epic Store,UK,34.99,13.9,FALSE,"Server rollback","Server / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500982,2025-10-18,Hearthwild,Survival Crafting,PlayStation Store,JP,34.99,6.5,FALSE,"Anti-cheat false positive","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500983,2025-10-15,Club Director Pro,Strategy Management,PlayStation Store,JP,39.99,2.7,FALSE,"Simulation balance complaint","Simulation / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500984,2025-12-17,Hearthwild,Survival Crafting,Xbox Store,UK,34.99,4.4,FALSE,"Server rollback","Server / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500985,2026-05-24,LifeSpace,Life Simulation,Steam,CA,49.99,20.8,FALSE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500986,2026-05-25,Zero Hour Arena,Shooter Live Service,PlayStation Store,DE,0.00,16.0,FALSE,"Matchmaking instability","Matchmaking / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500987,2026-03-16,Zero Hour Arena,Shooter Live Service,PlayStation Store,BR,0.00,2.4,TRUE,"Skin entitlement issue","Skin / support",FALSE,"Storefront auto-approved","Pending evidence",1,"Standard storefront review for skin entitlement issue"
RF-500988,2025-11-11,Hearthwild,Survival Crafting,Steam,US,34.99,11.7,FALSE,"Anti-cheat false positive","Anti-cheat / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500989,2026-02-09,Hearthwild,Survival Crafting,Epic Store,US,34.99,1.1,FALSE,"Early access content gap","Early / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500990,2025-12-05,TownLife,Life Simulation,PlayStation Store,FR,0.00,3.4,FALSE,"Expansion compatibility","Expansion / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500991,2026-04-27,LifeSpace,Life Simulation,Epic Store,FR,49.99,17.4,FALSE,"Save corruption","Save / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500992,2025-11-02,Apex Circuit,Racing,Steam,AU,59.99,3.0,FALSE,"Leaderboard outage","Leaderboard / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for leaderboard outage"
RF-500993,2026-02-23,Zero Hour Arena,Shooter Live Service,Epic Store,FR,0.00,6.0,FALSE,"Battle pass chargeback","Battle / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for battle pass chargeback"
RF-500994,2026-01-20,Streetline Skate,Skateboarding,Xbox Store,JP,39.99,1.8,FALSE,"Performance on older console","Performance / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500995,2026-05-31,LifeSpace,Life Simulation,PlayStation Store,JP,49.99,20.7,TRUE,"Crash after long session","Crash / support",TRUE,"Legal/privacy review","Denied",20,"Escalated because player supplied logs or payment evidence for crash after long session"
RF-500996,2026-02-23,Hearthwild,Survival Crafting,Steam,UK,34.99,10.2,FALSE,"Server rollback","Server / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500997,2026-01-22,Hearthwild,Survival Crafting,Steam,CA,34.99,3.1,FALSE,"Early access content gap","Early / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-500998,2026-04-22,LifeSpace,Life Simulation,Steam,BR,49.99,18.1,TRUE,"Mod incompatibility","Mod / support",TRUE,"Legal/privacy review","Partial credit issued",14,"Escalated because player supplied logs or payment evidence for mod incompatibility"
RF-500999,2026-03-30,LifeSpace,Life Simulation,PlayStation Store,DE,49.99,17.8,FALSE,"Mod incompatibility","Mod / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for mod incompatibility"
RF-501000,2026-01-05,TownLife,Life Simulation,Xbox Store,US,0.00,7.9,FALSE,"Mod update broke save","Mod / support",TRUE,"Publisher review","No refund requested",0,"Escalated because player supplied logs or payment evidence for mod update broke save"
RF-501001,2026-04-03,Streetline Skate,Skateboarding,Steam,UK,39.99,9.7,FALSE,"Refund after skill barrier","Refund / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for refund after skill barrier"
RF-501002,2026-01-12,Hearthwild,Survival Crafting,Xbox Store,DE,34.99,11.5,FALSE,"Co-op connection failure","Co-op / support",TRUE,"Platform escalation","No refund requested",0,"Escalated because player supplied logs or payment evidence for co-op connection failure"
RF-501003,2026-04-08,Streetline Skate,Skateboarding,Steam,FR,39.99,15.6,FALSE,"Controller calibration","Controller / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501004,2025-11-27,Club Director Pro,Strategy Management,PlayStation Store,FR,39.99,13.8,FALSE,"Localization error","Localization / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501005,2026-01-07,Streetline Skate,Skateboarding,Epic Store,AU,39.99,10.9,FALSE,"Refund after skill barrier","Refund / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501006,2026-01-23,Streetline Skate,Skateboarding,Epic Store,CA,39.99,5.5,FALSE,"Refund after skill barrier","Refund / support",FALSE,"Storefront auto-approved","No refund requested",0,"Telemetry record retained for refund-rate denominator"
RF-501007,2026-03-23,Zero Hour Arena,Shooter Live Service,PlayStation Store,US,0.00,5.2,TRUE,"Battle pass chargeback","Battle / support",TRUE,"Legal/privacy review","Chargeback risk",7,"Escalated because player supplied logs or payment evidence for battle pass chargeback"
